 num_atom           20
  -1.7995700794662040       0.80500578573540105        1.6512459473774992     
  -2.4780812037350421       0.13156714235989067        1.9447775362211577     
  -2.0140265902208196      -0.72930441501797905        1.7348417121863888     
  -1.4630049928315509       -1.4973139595847427        1.4076454820989588     
 -0.88378488156166091       -2.1482203159304012       0.91679037800539998     
 -0.38361886041410165       -2.4491741283016890       0.10495453616280177     
 -0.40639681934845101       -1.9080203281183714      -0.73538253436555800     
 -0.38138193524506514       -1.0186515952172945       -1.1914897307406751     
  0.26878509745873325      -0.31610083347827078      -0.90309655976012804     
  0.12228041796094231       0.18936771524427198       -5.3229926351013791E-002
 -0.54186934275634646       0.73119159626707619       0.46129686363492978     
 -0.95591779967371759        1.5128164434757949       0.92780139046215238     
 -0.14105764377750774        1.8003612907437843        1.4313260093728690     
  0.19619862176104197       0.91534419127597522        1.1126416180061416     
  0.39628233406899327       -3.6230753754752161E-002  0.88193211749963585     
  0.48951007044273959      -0.87850828478113585       0.35101107826806943     
  0.90649881574030267       -1.6930079292172777       -5.5304748553957173E-002
   1.5148166174556359       -2.3544460012052513      -0.50439344990073975     
  0.84172841477679283       -2.0491073092610899       -1.1795009285203424     
  0.54688285685673443       -2.5704544240894855      -0.37615696392293974     
